window,scenario,algorithm,test_start,test_end,basket_ofr,basket_lfr,basket_qfr,n_orders,n_lines,total_qty
31,large_scale,cpsat_robust,2016-10-02,2016-10-08,0.03466872110939907,0.06313131313131314,0.04785231886417341,1298,2772,4054.14
31,large_scale,dp_nominal,2016-10-02,2016-10-08,0.039291217257318954,0.06962481962481963,0.05352553192538985,1298,2772,4054.14
31,large_scale,dp_robust,2016-10-02,2016-10-08,0.040061633281972264,0.06601731601731602,0.04933228748883857,1298,2772,4054.14
31,large_scale,greedy_nominal,2016-10-02,2016-10-08,0.03312788906009245,0.06313131313131314,0.04957894892628276,1298,2772,4054.14
31,large_scale,greedy_robust,2016-10-02,2016-10-08,0.026194144838212634,0.05627705627705628,0.04267242867784536,1298,2772,4054.14
32,baseline,cpsat_nominal,2016-10-09,2016-10-15,0.05067064083457526,0.1117967332123412,0.08254823227465427,1342,2755,4106.6900000000005
32,baseline,cpsat_robust,2016-10-09,2016-10-15,0.046199701937406856,0.10381125226860254,0.07548658408596703,1342,2755,4106.6900000000005
32,baseline,dp_nominal,2016-10-09,2016-10-15,0.05588673621460507,0.1176043557168784,0.08741833447374892,1342,2755,4106.6900000000005
32,baseline,dp_robust,2016-10-09,2016-10-15,0.05290611028315946,0.1088929219600726,0.07962617095519749,1342,2755,4106.6900000000005
32,baseline,greedy_nominal,2016-10-09,2016-10-15,0.044709388971684055,0.10235934664246824,0.0752430789760123,1342,2755,4106.6900000000005
32,baseline,greedy_robust,2016-10-09,2016-10-15,0.045454545454545456,0.0983666061705989,0.07134699721673658,1342,2755,4106.6900000000005
32,high_volatility,cpsat_nominal,2016-10-09,2016-10-15,0.04694485842026826,0.10526315789473684,0.08547029359411107,1342,2755,4106.6900000000005
32,high_volatility,cpsat_robust,2016-10-09,2016-10-15,0.046199701937406856,0.09945553539019963,0.07816514029546909,1342,2755,4106.6900000000005
32,high_volatility,dp_nominal,2016-10-09,2016-10-15,0.05067064083457526,0.1088929219600726,0.08912287024343205,1342,2755,4106.6900000000005
32,high_volatility,dp_robust,2016-10-09,2016-10-15,0.04918032786885246,0.10344827586206896,0.08060019139501641,1342,2755,4106.6900000000005
32,high_volatility,greedy_nominal,2016-10-09,2016-10-15,0.04769001490312966,0.10235934664246824,0.08254823227465427,1342,2755,4106.6900000000005
32,high_volatility,greedy_robust,2016-10-09,2016-10-15,0.040238450074515646,0.0925589836660617,0.07183400743664604,1342,2755,4106.6900000000005
32,large_scale,cpsat_nominal,2016-10-09,2016-10-15,0.03278688524590164,0.07259528130671507,0.05381462929999585,1342,2755,4106.6900000000005
32,large_scale,cpsat_robust,2016-10-09,2016-10-15,0.029061102831594635,0.06497277676950998,0.046996486221263345,1342,2755,4106.6900000000005
32,large_scale,dp_nominal,2016-10-09,2016-10-15,0.03576751117734724,0.079491833030853,0.05844122638913577,1342,2755,4106.6900000000005
32,large_scale,dp_robust,2016-10-09,2016-10-15,0.029061102831594635,0.06715063520871144,0.048457516880991744,1342,2755,4106.6900000000005
32,large_scale,greedy_nominal,2016-10-09,2016-10-15,0.02608047690014903,0.06751361161524501,0.0504055577606296,1342,2755,4106.6900000000005
32,large_scale,greedy_robust,2016-10-09,2016-10-15,0.023099850968703428,0.05807622504537205,0.04236988913212343,1342,2755,4106.6900000000005
33,baseline,cpsat_nominal,2016-10-16,2016-10-22,0.06307583274273565,0.1050610820244328,0.07717891370099546,1411,2865,4314.65
33,baseline,cpsat_robust,2016-10-16,2016-10-22,0.05598866052445074,0.09738219895287958,0.07161646947029307,1411,2865,4314.65
33,baseline,dp_nominal,2016-10-16,2016-10-22,0.07016300496102056,0.11134380453752181,0.08158251538363483,1411,2865,4314.65
33,baseline,dp_robust,2016-10-16,2016-10-22,0.06094968107725018,0.10331588132635253,0.07416592307603166,1411,2865,4314.65
33,baseline,greedy_nominal,2016-10-16,2016-10-22,0.057406094968107724,0.09982547993019197,0.07393415456641907,1411,2865,4314.65
33,baseline,greedy_robust,2016-10-16,2016-10-22,0.05386250885896527,0.09354275741710297,0.0674446362972663,1411,2865,4314.65
33,high_volatility,cpsat_nominal,2016-10-16,2016-10-22,0.05598866052445074,0.10087260034904014,0.07926483028750884,1411,2865,4314.65
33,high_volatility,cpsat_robust,2016-10-16,2016-10-22,0.04748405386250886,0.08970331588132635,0.06790817331649149,1411,2865,4314.65
33,high_volatility,dp_nominal,2016-10-16,2016-10-22,0.058114812189936214,0.10191972076788831,0.08065544134518443,1411,2865,4314.65
33,high_volatility,dp_robust,2016-10-16,2016-10-22,0.050318922749822824,0.09563699825479931,0.07300708052796867,1411,2865,4314.65
33,high_volatility,greedy_nominal,2016-10-16,2016-10-22,0.05386250885896527,0.09075043630017451,0.06976232139339228,1411,2865,4314.65
33,high_volatility,greedy_robust,2016-10-16,2016-10-22,0.04606661941885188,0.08376963350785341,0.06304103461462691,1411,2865,4314.65
33,large_scale,cpsat_nominal,2016-10-16,2016-10-22,0.041105598866052445,0.07225130890052356,0.054233831249348156,1411,2865,4314.65
33,large_scale,cpsat_robust,2016-10-16,2016-10-22,0.03472714386959603,0.06387434554973823,0.04704900745135759,1411,2865,4314.65
